1.0,1.0,1.0,1.0,1.0,1.689,1.0,1.0,
1.0,1.0,2.4,1.0,1.0,1.0,1.0,1.0,
1.0,3.033,1.0,1.0,1.0,1.0,1.0,1.0,
1.0,2.264,1.0,1.0,1.0,1.0,1.0,1.0,
1.0,1.0,1.0,1.0,2.646,1.0,1.0,1.0,
1.0,1.0,1.0,1.0,1.0,1.895,1.0,1.0,
1.0,1.0,1.0,1.0,1.0,1.0,2.361,1.0,
1.0,1.0,1.0,1.0,1.771,1.0,1.0,1.0,
1.0,1.0,1.0,1.642,1.0,1.0,1.0,1.0,
1.0,1.0,2.103,1.0,1.0,1.0,1.0,1.0,
1.0,1.0,1.0,1.676,1.0,1.0,1.0,1.0,
1.0,1.0,2.393,1.0,1.0,1.0,1.0,1.0,
2.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
1.0,1.0,1.0,1.0,1.0,2.252,1.0,1.0,
----------------------------------------
1.0,1.0,1.0,1.0,1.0,1.689,1.0,2.233,
1.0,1.0,2.4,1.0,1.0,1.0,1.781,1.0,
1.0,3.709,1.0,1.0,1.0,1.0,1.0,1.0,
1.0,2.264,1.0,1.0,2.827,1.0,1.0,1.0,
1.0,1.0,1.0,1.0,2.646,1.0,1.0,1.532,
1.0,1.71,1.0,1.0,1.0,1.895,1.0,1.0,
1.0,1.0,1.0,1.0,1.0,1.0,3.432,1.0,
1.0,1.0,1.0,1.0,1.771,1.0,1.958,1.0,
1.0,1.0,1.0,2.716,1.0,1.0,1.0,1.0,
1.0,1.0,2.103,1.0,2.017,1.0,1.0,1.0,
1.0,1.0,1.0,1.676,1.0,1.55,1.0,1.0,
1.0,1.0,3.194,1.0,1.0,1.0,1.0,1.0,
3.291,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
1.0,1.0,1.0,1.0,1.0,3.504,1.0,1.0,
----------------------------------------
1.0,1.0,1.0,1.0,1.0,1.689,1.0,3.182,
1.0,1.0,2.4,1.0,1.0,1.0,1.781,2.053,
1.0,3.709,1.0,1.0,2.05,1.0,1.0,1.0,
1.738,2.264,1.0,1.0,2.827,1.0,1.0,1.0,
1.0,1.535,1.0,1.0,2.646,1.0,1.0,1.532,
1.0,1.71,1.946,1.0,1.0,1.895,1.0,1.0,
1.0,1.0,1.0,1.0,1.0,1.0,4.97,1.0,
1.0,1.0,1.0,1.0,2.714,1.0,1.958,1.0,
1.0,1.0,1.0,2.716,1.0,1.0,1.795,1.0,
1.0,1.0,3.4,1.0,2.017,1.0,1.0,1.0,
1.0,1.0,1.0,3.903,1.0,1.55,1.0,1.0,
1.0,1.0,3.194,1.0,1.0,1.929,1.0,1.0,
3.291,1.0,1.0,1.388,1.0,1.0,1.0,1.0,
1.0,1.0,1.0,1.0,1.0,5.109,1.0,1.0,
----------------------------------------
1.0,1.0,1.0,1.0,1.0,1.689,1.0,4.602,
1.0,1.0,2.4,1.0,1.0,1.0,1.781,3.023,
1.0,5.186,1.0,1.0,2.05,1.0,1.0,1.0,
1.738,2.264,1.0,1.0,3.852,1.0,1.0,1.0,
1.0,1.535,1.0,1.0,2.646,1.0,1.0,2.268,
1.0,2.7,1.946,1.0,1.0,1.895,1.0,1.0,
1.0,1.0,1.0,1.0,1.0,1.0,6.235,1.0,
1.0,1.0,1.0,1.0,2.714,1.0,2.642,1.0,
1.0,1.0,1.624,2.716,1.0,1.0,1.795,1.0,
1.0,1.0,3.4,1.0,3.039,1.0,1.0,1.0,
1.0,1.0,1.0,4.953,1.0,1.55,1.0,1.0,
1.545,1.0,3.194,1.0,1.0,1.929,1.0,1.0,
4.539,1.0,1.0,1.388,1.0,1.0,1.0,1.0,
1.0,1.0,1.0,1.0,1.0,6.481,1.0,1.0,
----------------------------------------
