1.0,1.0,1.0,1.0,2.197,1.0,1.0,12.862,
1.847,1.0,4.689,1.0,1.0,1.0,1.0,6.369,
1.0,12.643,1.0,1.0,1.0,1.0,1.0,1.0,
4.572,3.779,1.0,1.0,3.974,1.0,1.0,1.0,
1.0,1.0,1.0,1.0,5.515,2.216,1.491,3.019,
6.596,1.0,1.0,1.0,1.0,2.139,1.62,5.122,
1.0,1.0,1.0,1.0,1.0,1.0,12.414,1.0,
2.09,1.0,1.841,1.0,7.025,1.0,2.045,1.0,
1.0,1.0,7.422,3.168,1.0,1.0,2.103,1.0,
2.803,1.0,9.896,1.0,2.028,1.0,1.0,1.0,
1.0,4.301,1.0,2.069,1.0,2.405,1.727,3.661,
4.31,4.97,1.249,1.0,1.0,1.86,1.0,1.0,
11.474,1.0,1.0,2.142,1.0,1.0,1.0,1.0,
1.0,1.0,1.0,1.0,1.0,12.519,1.0,1.0,
