1.9, 1.5, 1.4, 1.4, 1.3, 1.3, 1.3, 26.0, 
1.3, 3.8, 11.4, 1.5, 1.4, 2.9, 1.4, 4.3, 
1.4, 21.4, 1.5, 1.4, 2.6, 4.4, 2.2, 1.5, 
7.4, 5.0, 1.4, 1.4, 1.4, 7.3, 1.6, 1.4, 
2.0, 2.2, 1.4, 1.4, 16.3, 2.7, 2.1, 3.9, 
2.0, 1.5, 8.3, 1.4, 1.6, 4.8, 2.3, 10.6, 
1.5, 1.7, 1.4, 1.3, 1.5, 1.4, 27.3, 1.3, 
1.6, 3.5, 4.5, 1.4, 13.3, 1.6, 1.7, 1.4, 
1.3, 1.4, 2.8, 9.0, 1.4, 1.4, 6.8, 2.8, 
2.3, 1.4, 23.0, 1.4, 1.3, 1.7, 2.1, 1.4, 
1.3, 1.5, 1.6, 13.3, 1.4, 4.4, 2.0, 2.3, 
8.5, 2.2, 6.9, 2.6, 1.3, 1.4, 1.4, 1.6, 
25.7, 2.4, 1.4, 1.4, 1.5, 1.4, 1.5, 1.7, 
1.4, 1.4, 1.8, 1.3, 1.5, 22.8, 1.4, 2.7, 
